Model0, ES, TS1, Int1, TS2, Int2, TS3, Int3, TS4, Int4, TS5, Int5, TS6', TS6, Int6, TS7, Int7, Int8, TS8, E:PMP
EPS4, 0, 9.2, 4.3, 9.5, 6.8, 10.6, -0.3, 19.0, 4.0, 12.1, 11.0, 14.3, 15.0, -2.1, 12.5, -0.6, 3.2, 3.9, 0.9
